situacao,muninomex
ATIVO,INHAPI
ATIVO,JACARE DOS HOMENS
ATIVO,JACUIPE
ATIVO,JAPARATINGA
ATIVO,JARAMATAIA
ATIVO,JEQUIA DA PRAIA
ATIVO,JOAQUIM GOMES
ATIVO,JUNDIA
ATIVO,JUNQUEIRO
ATIVO,LAGOA DA CANOA
ATIVO,LIMOEIRO DE ANADIA
ATIVO,MACEIO
ATIVO,MAJOR ISIDORO
ATIVO,MARAGOGI
ATIVO,MARAVILHA
ATIVO,MARECHAL DEODORO
ATIVO,MARIBONDO
ATIVO,MAR VERMELHO
ATIVO,MATA GRANDE
ATIVO,MATRIZ DE CAMARAGIBE
ATIVO,MESSIAS
ATIVO,MINADOR DO NEGRAO
ATIVO,MONTEIROPOLIS
ATIVO,MURICI
ATIVO,NOVO LINO
ATIVO,OLHO D'AGUA DAS FLORES
ATIVO,OLHO D'AGUA DO CASADO
ATIVO,OLHO D'AGUA GRANDE
ATIVO,OLIVENCA
ATIVO,OURO BRANCO
ATIVO,PALESTINA
ATIVO,PALMEIRA DOS INDIOS
ATIVO,PAO DE ACUCAR
ATIVO,PARICONHA
ATIVO,PARIPUEIRA
ATIVO,PASSO DE CAMARAGIBE
ATIVO,PAULO JACINTO
ATIVO,PENEDO
ATIVO,PIACABUCU
ATIVO,PILAR
ATIVO,PINDOBA
ATIVO,PIRANHAS
ATIVO,POCO DAS TRINCHEIRAS
ATIVO,PORTO CALVO
ATIVO,PORTO DE PEDRAS
ATIVO,PORTO REAL DO COLEGIO
ATIVO,QUEBRANGULO
ATIVO,RIO LARGO
ATIVO,ROTEIRO
ATIVO,SANTA LUZIA DO NORTE
ATIVO,SANTANA DO IPANEMA
ATIVO,SANTANA DO MUNDAU
ATIVO,SAO BRAS
ATIVO,SAO JOSE DA LAJE
ATIVO,SAO JOSE DA TAPERA
ATIVO,SAO LUIS DO QUITUNDE
ATIVO,SAO MIGUEL DOS CAMPOS
ATIVO,SAO MIGUEL DOS MILAGRES
ATIVO,SAO SEBASTIAO
ATIVO,SATUBA
ATIVO,SENADOR RUI PALMEIRA
ATIVO,TANQUE D'ARCA
ATIVO,TAQUARANA
ATIVO,TEOTONIO VILELA
ATIVO,TRAIPU
ATIVO,UNIAO DOS PALMARES
ATIVO,VICOSA
IGNOR,MUNICIPIO IGNORADO - SE
ATIVO,AMPARO DE SAO FRANCISCO
ATIVO,AQUIDABA
ATIVO,ARACAJU
ATIVO,ARAUA
ATIVO,AREIA BRANCA
ATIVO,BARRA DOS COQUEIROS
ATIVO,BOQUIM
ATIVO,BREJO GRANDE
ATIVO,CAMPO DO BRITO
ATIVO,CANHOBA
ATIVO,CANINDE DE SAO FRANCISCO
ATIVO,CAPELA
ATIVO,CARIRA
ATIVO,CARMOPOLIS
ATIVO,CEDRO DE SAO JOAO
ATIVO,CRISTINAPOLIS
ATIVO,CUMBE
ATIVO,DIVINA PASTORA
ATIVO,ESTANCIA
ATIVO,FEIRA NOVA
ATIVO,FREI PAULO
ATIVO,GARARU
ATIVO,GENERAL MAYNARD
ATIVO,GRACHO CARDOSO
ATIVO,ILHA DAS FLORES
ATIVO,INDIAROBA
ATIVO,ITABAIANA
ATIVO,ITABAIANINHA
ATIVO,ITABI
ATIVO,ITAPORANGA D'AJUDA
ATIVO,JAPARATUBA
ATIVO,JAPOATA
ATIVO,LAGARTO
ATIVO,LARANJEIRAS
ATIVO,MACAMBIRA
ATIVO,MALHADA DOS BOIS
ATIVO,MALHADOR
ATIVO,MARUIM
ATIVO,MOITA BONITA
ATIVO,MONTE ALEGRE DE SERGIPE
ATIVO,MURIBECA
ATIVO,NEOPOLIS
ATIVO,NOSSA SENHORA APARECIDA
ATIVO,NOSSA SENHORA DA GLORIA
ATIVO,NOSSA SENHORA DAS DORES
ATIVO,NOSSA SENHORA DE LOURDES
ATIVO,NOSSA SENHORA DO SOCORRO
ATIVO,PACATUBA
ATIVO,PEDRA MOLE
ATIVO,PEDRINHAS
ATIVO,PINHAO
ATIVO,PIRAMBU
ATIVO,POCO REDONDO
ATIVO,POCO VERDE
ATIVO,PORTO DA FOLHA
ATIVO,PROPRIA
ATIVO,RIACHAO DO DANTAS
ATIVO,RIACHUELO
ATIVO,RIBEIROPOLIS
ATIVO,ROSARIO DO CATETE
ATIVO,SALGADO
ATIVO,SANTA LUZIA DO ITANHY
ATIVO,SANTANA DO SAO FRANCISCO
ATIVO,SANTA ROSA DE LIMA
ATIVO,SANTO AMARO DAS BROTAS
ATIVO,SAO CRISTOVAO
ATIVO,SAO DOMINGOS
ATIVO,SAO FRANCISCO
ATIVO,SAO MIGUEL DO ALEIXO
ATIVO,SIMAO DIAS
ATIVO,SIRIRI
ATIVO,TELHA
ATIVO,TOBIAS BARRETO
ATIVO,TOMAR DO GERU
ATIVO,UMBAUBA
IGNOR,MUNICIPIO IGNORADO - BA
ATIVO,ABAIRA
ATIVO,ABARE
ATIVO,ACAJUTIBA
ATIVO,ADUSTINA
ATIVO,AGUA FRIA
ATIVO,ERICO CARDOSO
ATIVO,AIQUARA
ATIVO,ALAGOINHAS
ATIVO,ALCOBACA
ATIVO,ALMADINA
ATIVO,AMARGOSA
ATIVO,AMELIA RODRIGUES
ATIVO,AMERICA DOURADA
ATIVO,ANAGE
ATIVO,ANDARAI
ATIVO,ANDORINHA
ATIVO,ANGICAL
ATIVO,ANGUERA
ATIVO,ANTAS
ATIVO,ANTONIO CARDOSO
ATIVO,ANTONIO GONCALVES
ATIVO,APORA
ATIVO,APUAREMA
ATIVO,ARACATU
ATIVO,ARACAS
ATIVO,ARACI
ATIVO,ARAMARI
ATIVO,ARATACA
ATIVO,ARATUIPE
ATIVO,AURELINO LEAL
ATIVO,BAIANOPOLIS
ATIVO,BAIXA GRANDE
ATIVO,BANZAE
ATIVO,BARRA
ATIVO,BARRA DA ESTIVA
ATIVO,BARRA DO CHOCA
ATIVO,BARRA DO MENDES
ATIVO,BARRA DO ROCHA
ATIVO,BARREIRAS
ATIVO,BARRO ALTO
ATIVO,BARROCAS
ATIVO,BARRO PRETO
ATIVO,BELMONTE
ATIVO,BELO CAMPO
ATIVO,BIRITINGA
ATIVO,BOA NOVA
ATIVO,BOA VISTA DO TUPIM
ATIVO,BOM JESUS DA LAPA
ATIVO,BOM JESUS DA SERRA
ATIVO,BONINAL
ATIVO,BONITO
ATIVO,BOQUIRA
ATIVO,BOTUPORA
ATIVO,BREJOES
ATIVO,BREJOLANDIA
ATIVO,BROTAS DE MACAUBAS
ATIVO,BRUMADO
ATIVO,BUERAREMA
ATIVO,BURITIRAMA
ATIVO,CAATIBA
ATIVO,CABACEIRAS DO PARAGUACU
ATIVO,CACHOEIRA
ATIVO,CACULE
ATIVO,CAEM
ATIVO,CAETANOS
ATIVO,CAETITE
ATIVO,CAFARNAUM
ATIVO,CAIRU
ATIVO,CALDEIRAO GRANDE
ATIVO,CAMACAN
ATIVO,CAMACARI
ATIVO,CAMAMU
ATIVO,CAMPO ALEGRE DE LOURDES
ATIVO,CAMPO FORMOSO
ATIVO,CANAPOLIS
ATIVO,CANARANA
ATIVO,CANAVIEIRAS
ATIVO,CANDEAL
ATIVO,CANDEIAS
ATIVO,CANDIBA
ATIVO,CANDIDO SALES
ATIVO,CANSANCAO
ATIVO,CANUDOS
ATIVO,CAPELA DO ALTO ALEGRE
ATIVO,CAPIM GROSSO
ATIVO,CARAIBAS
ATIVO,CARAVELAS
ATIVO,CARDEAL DA SILVA
ATIVO,CARINHANHA
ATIVO,CASA NOVA
ATIVO,CASTRO ALVES
ATIVO,CATOLANDIA
ATIVO,CATU
ATIVO,CATURAMA
ATIVO,CENTRAL
ATIVO,CHORROCHO
ATIVO,CICERO DANTAS
ATIVO,CIPO
ATIVO,COARACI
ATIVO,COCOS
ATIVO,CONCEICAO DA FEIRA
ATIVO,CONCEICAO DO ALMEIDA
ATIVO,CONCEICAO DO COITE
ATIVO,CONCEICAO DO JACUIPE
ATIVO,CONDE
ATIVO,CONDEUBA
ATIVO,CONTENDAS DO SINCORA
ATIVO,CORACAO DE MARIA
ATIVO,CORDEIROS
ATIVO,CORIBE
ATIVO,CORONEL JOAO SA
ATIVO,CORRENTINA
ATIVO,COTEGIPE
ATIVO,CRAVOLANDIA
ATIVO,CRISOPOLIS
ATIVO,CRISTOPOLIS
ATIVO,CRUZ DAS ALMAS
ATIVO,CURACA
ATIVO,DARIO MEIRA
ATIVO,DIAS D'AVILA
ATIVO,DOM BASILIO
ATIVO,DOM MACEDO COSTA
ATIVO,ELISIO MEDRADO
ATIVO,ENCRUZILHADA
ATIVO,ENTRE RIOS
ATIVO,ESPLANADA
ATIVO,EUCLIDES DA CUNHA
ATIVO,EUNAPOLIS
ATIVO,FATIMA
ATIVO,FEIRA DA MATA
ATIVO,FEIRA DE SANTANA
ATIVO,FILADELFIA
ATIVO,FIRMINO ALVES
ATIVO,FLORESTA AZUL
ATIVO,FORMOSA DO RIO PRETO
ATIVO,GANDU
ATIVO,GAVIAO
ATIVO,GENTIO DO OURO
ATIVO,GLORIA
ATIVO,GONGOGI
ATIVO,GOVERNADOR MANGABEIRA
ATIVO,GUAJERU
ATIVO,GUANAMBI
ATIVO,GUARATINGA
ATIVO,HELIOPOLIS
ATIVO,IACU
ATIVO,IBIASSUCE
ATIVO,IBICARAI
ATIVO,IBICOARA
ATIVO,IBICUI
ATIVO,IBIPEBA
ATIVO,IBIPITANGA
ATIVO,IBIQUERA
ATIVO,IBIRAPITANGA
ATIVO,IBIRAPUA
ATIVO,IBIRATAIA
ATIVO,IBITIARA
ATIVO,IBITITA
ATIVO,IBOTIRAMA
ATIVO,ICHU
ATIVO,IGAPORA
ATIVO,IGRAPIUNA
ATIVO,IGUAI
ATIVO,ILHEUS
ATIVO,INHAMBUPE
ATIVO,IPECAETA
ATIVO,IPIAU
ATIVO,IPIRA
ATIVO,IPUPIARA
ATIVO,IRAJUBA
ATIVO,IRAMAIA
ATIVO,IRAQUARA
ATIVO,IRARA
ATIVO,IRECE
ATIVO,ITABELA
ATIVO,ITABERABA
ATIVO,ITABUNA
ATIVO,ITACARE
ATIVO,ITAETE
ATIVO,ITAGI
ATIVO,ITAGIBA
ATIVO,ITAGIMIRIM
ATIVO,ITAGUACU DA BAHIA
ATIVO,ITAJU DO COLONIA
ATIVO,ITAJUIPE
ATIVO,ITAMARAJU
ATIVO,ITAMARI
ATIVO,ITAMBE
ATIVO,ITANAGRA
ATIVO,ITANHEM
ATIVO,ITAPARICA
ATIVO,ITAPE
ATIVO,ITAPEBI
ATIVO,ITAPETINGA
ATIVO,ITAPICURU
ATIVO,ITAPITANGA
ATIVO,ITAQUARA
ATIVO,ITARANTIM
ATIVO,ITATIM
ATIVO,ITIRUCU
ATIVO,ITIUBA
ATIVO,ITORORO
ATIVO,ITUACU
ATIVO,ITUBERA
ATIVO,IUIU
ATIVO,JABORANDI
ATIVO,JACARACI
ATIVO,JACOBINA
ATIVO,JAGUAQUARA
ATIVO,JAGUARARI
ATIVO,JAGUARIPE
ATIVO,JANDAIRA
ATIVO,JEQUIE
ATIVO,JEREMOABO
ATIVO,JIQUIRICA
ATIVO,JITAUNA
ATIVO,JOAO DOURADO
ATIVO,JUAZEIRO
ATIVO,JUCURUCU
ATIVO,JUSSARA
ATIVO,JUSSARI
ATIVO,JUSSIAPE
ATIVO,LAFAIETE COUTINHO
ATIVO,LAGOA REAL
ATIVO,LAJE
ATIVO,LAJEDAO
ATIVO,LAJEDINHO
ATIVO,LAJEDO DO TABOCAL
ATIVO,LAMARAO
ATIVO,LAPAO
ATIVO,LAURO DE FREITAS
ATIVO,LENCOIS
ATIVO,LICINIO DE ALMEIDA
ATIVO,LIVRAMENTO DE NOSSA SENHORA
ATIVO,LUIS EDUARDO MAGALHAES
ATIVO,MACAJUBA
ATIVO,MACARANI
ATIVO,MACAUBAS
ATIVO,MACURURE
ATIVO,MADRE DE DEUS
ATIVO,MAETINGA
ATIVO,MAIQUINIQUE
ATIVO,MAIRI
ATIVO,MALHADA
ATIVO,MALHADA DE PEDRAS
ATIVO,MANOEL VITORINO
ATIVO,MANSIDAO
ATIVO,MARACAS
ATIVO,MARAGOGIPE
ATIVO,MARAU
ATIVO,MARCIONILIO SOUZA
ATIVO,MASCOTE
ATIVO,MATA DE SAO JOAO
ATIVO,MATINA
ATIVO,MEDEIROS NETO
ATIVO,MIGUEL CALMON
ATIVO,MILAGRES
ATIVO,MIRANGABA
ATIVO,MIRANTE
ATIVO,MONTE SANTO
ATIVO,MORPARA
ATIVO,MORRO DO CHAPEU
ATIVO,MORTUGABA
ATIVO,MUCUGE
ATIVO,MUCURI
ATIVO,MULUNGU DO MORRO
ATIVO,MUNDO NOVO
ATIVO,MUNIZ FERREIRA
ATIVO,MUQUEM DE SAO FRANCISCO
ATIVO,MURITIBA
ATIVO,MUTUIPE
ATIVO,NAZARE
ATIVO,NILO PECANHA
ATIVO,NORDESTINA
ATIVO,NOVA CANAA
ATIVO,NOVA FATIMA
ATIVO,NOVA IBIA
ATIVO,NOVA ITARANA
ATIVO,NOVA REDENCAO
ATIVO,NOVA SOURE
ATIVO,NOVA VICOSA
ATIVO,NOVO HORIZONTE
ATIVO,NOVO TRIUNFO
ATIVO,OLINDINA
ATIVO,OLIVEIRA DOS BREJINHOS
ATIVO,OURICANGAS
ATIVO,OUROLANDIA
ATIVO,PALMAS DE MONTE ALTO
ATIVO,PALMEIRAS
ATIVO,PARAMIRIM
ATIVO,PARATINGA
ATIVO,PARIPIRANGA
ATIVO,PAU BRASIL
ATIVO,PAULO AFONSO
ATIVO,PE DE SERRA
ATIVO,PEDRAO
ATIVO,PEDRO ALEXANDRE
ATIVO,PIATA
ATIVO,PILAO ARCADO
ATIVO,PINDAI
ATIVO,PINDOBACU
ATIVO,PINTADAS
ATIVO,PIRAI DO NORTE
ATIVO,PIRIPA
ATIVO,PIRITIBA
ATIVO,PLANALTINO
ATIVO,PLANALTO
ATIVO,POCOES
ATIVO,POJUCA
ATIVO,PONTO NOVO
ATIVO,PORTO SEGURO
ATIVO,POTIRAGUA
ATIVO,PRADO
ATIVO,PRESIDENTE DUTRA
ATIVO,PRESIDENTE JANIO QUADROS
ATIVO,PRESIDENTE TANCREDO NEVES
ATIVO,QUEIMADAS
ATIVO,QUIJINGUE
ATIVO,QUIXABEIRA
ATIVO,RAFAEL JAMBEIRO
ATIVO,REMANSO
ATIVO,RETIROLANDIA
ATIVO,RIACHAO DAS NEVES
ATIVO,RIACHAO DO JACUIPE
ATIVO,RIACHO DE SANTANA
ATIVO,RIBEIRA DO AMPARO
ATIVO,RIBEIRA DO POMBAL
ATIVO,RIBEIRAO DO LARGO
ATIVO,RIO DE CONTAS
ATIVO,RIO DO ANTONIO
ATIVO,RIO DO PIRES
ATIVO,RIO REAL
ATIVO,RODELAS
ATIVO,RUY BARBOSA
ATIVO,SALINAS DA MARGARIDA
ATIVO,SALVADOR
ATIVO,SANTA BARBARA
ATIVO,SANTA BRIGIDA
ATIVO,SANTA CRUZ CABRALIA
ATIVO,SANTA CRUZ DA VITORIA
ATIVO,SANTA INES
ATIVO,SANTALUZ
ATIVO,SANTA LUZIA
ATIVO,SANTA MARIA DA VITORIA
ATIVO,SANTANA
ATIVO,SANTANOPOLIS
ATIVO,SANTA RITA DE CASSIA
ATIVO,SANTA TERESINHA
ATIVO,SANTO AMARO
ATIVO,SANTO ANTONIO DE JESUS
ATIVO,SANTO ESTEVAO
ATIVO,SAO DESIDERIO
ATIVO,SAO DOMINGOS
ATIVO,SAO FELIX
ATIVO,SAO FELIX DO CORIBE
ATIVO,SAO FELIPE
ATIVO,SAO FRANCISCO DO CONDE
ATIVO,SAO GABRIEL
ATIVO,SAO GONCALO DOS CAMPOS
ATIVO,SAO JOSE DA VITORIA
ATIVO,SAO JOSE DO JACUIPE
ATIVO,SAO MIGUEL DAS MATAS
ATIVO,SAO SEBASTIAO DO PASSE
ATIVO,SAPEACU
ATIVO,SATIRO DIAS
ATIVO,SAUBARA
ATIVO,SAUDE
ATIVO,SEABRA
ATIVO,SEBASTIAO LARANJEIRAS
ATIVO,SENHOR DO BONFIM
ATIVO,SERRA DO RAMALHO
ATIVO,SENTO SE
ATIVO,SERRA DOURADA
ATIVO,SERRA PRETA
ATIVO,SERRINHA
ATIVO,SERROLANDIA
ATIVO,SIMOES FILHO
ATIVO,SITIO DO MATO
ATIVO,SITIO DO QUINTO
ATIVO,SOBRADINHO
ATIVO,SOUTO SOARES
ATIVO,TABOCAS DO BREJO VELHO
ATIVO,TANHACU
ATIVO,TANQUE NOVO
ATIVO,TANQUINHO
ATIVO,TAPEROA
ATIVO,TAPIRAMUTA
ATIVO,TEIXEIRA DE FREITAS
ATIVO,TEODORO SAMPAIO
ATIVO,TEOFILANDIA
ATIVO,TEOLANDIA
ATIVO,TERRA NOVA
ATIVO,TREMEDAL
ATIVO,TUCANO
ATIVO,UAUA
ATIVO,UBAIRA
ATIVO,UBAITABA
ATIVO,UBATA
ATIVO,UIBAI
ATIVO,UMBURANAS
ATIVO,UNA
ATIVO,URANDI
ATIVO,URUCUCA
ATIVO,UTINGA
ATIVO,VALENCA
ATIVO,VALENTE
ATIVO,VARZEA DA ROCA
ATIVO,VARZEA DO POCO
ATIVO,VARZEA NOVA
ATIVO,VARZEDO
ATIVO,VERA CRUZ
ATIVO,VEREDA
ATIVO,VITORIA DA CONQUISTA
ATIVO,WAGNER
ATIVO,WANDERLEY
ATIVO,WENCESLAU GUIMARAES
ATIVO,XIQUE-XIQUE
IGNOR,MUNICIPIO IGNORADO - MG
ATIVO,ABADIA DOS DOURADOS
ATIVO,ABAETE
ATIVO,ABRE CAMPO
ATIVO,ACAIACA
ATIVO,ACUCENA
ATIVO,AGUA BOA
ATIVO,AGUA COMPRIDA
ATIVO,AGUANIL
ATIVO,AGUAS FORMOSAS
ATIVO,AGUAS VERMELHAS
ATIVO,AIMORES
ATIVO,AIURUOCA
ATIVO,ALAGOA
ATIVO,ALBERTINA
ATIVO,ALEM PARAIBA
ATIVO,ALFENAS
ATIVO,ALFREDO VASCONCELOS
ATIVO,ALMENARA
ATIVO,ALPERCATA
ATIVO,ALPINOPOLIS
ATIVO,ALTEROSA
ATIVO,ALTO CAPARAO
ATIVO,ALTO RIO DOCE
ATIVO,ALVARENGA
ATIVO,ALVINOPOLIS
ATIVO,ALVORADA DE MINAS
ATIVO,AMPARO DO SERRA
ATIVO,ANDRADAS
ATIVO,CACHOEIRA DE PAJEU
ATIVO,ANDRELANDIA
ATIVO,ANGELANDIA
ATIVO,ANTONIO CARLOS
ATIVO,ANTONIO DIAS
ATIVO,ANTONIO PRADO DE MINAS
ATIVO,ARACAI
ATIVO,ARACITABA
ATIVO,ARACUAI
ATIVO,ARAGUARI
ATIVO,ARANTINA
ATIVO,ARAPONGA
ATIVO,ARAPORA
ATIVO,ARAPUA
ATIVO,ARAUJOS
ATIVO,ARAXA
ATIVO,ARCEBURGO
ATIVO,ARCOS
ATIVO,AREADO
ATIVO,ARGIRITA
ATIVO,ARICANDUVA
ATIVO,ARINOS
ATIVO,ASTOLFO DUTRA
ATIVO,ATALEIA
ATIVO,AUGUSTO DE LIMA
ATIVO,BAEPENDI
ATIVO,BALDIM
ATIVO,BAMBUI
ATIVO,BANDEIRA
ATIVO,BANDEIRA DO SUL
ATIVO,BARAO DE COCAIS
ATIVO,BARAO DE MONTE ALTO
ATIVO,BARBACENA
ATIVO,BARRA LONGA
ATIVO,BARROSO
ATIVO,BELA VISTA DE MINAS
ATIVO,BELMIRO BRAGA
ATIVO,BELO HORIZONTE
ATIVO,BELO ORIENTE
ATIVO,BELO VALE
ATIVO,BERILO
ATIVO,BERTOPOLIS
ATIVO,BERIZAL
ATIVO,BETIM
ATIVO,BIAS FORTES
ATIVO,BICAS
ATIVO,BIQUINHAS
ATIVO,BOA ESPERANCA
ATIVO,BOCAINA DE MINAS
ATIVO,BOCAIUVA
ATIVO,BOM DESPACHO
ATIVO,BOM JARDIM DE MINAS
ATIVO,BOM JESUS DA PENHA
ATIVO,BOM JESUS DO AMPARO
ATIVO,BOM JESUS DO GALHO
ATIVO,BOM REPOUSO
ATIVO,BOM SUCESSO
ATIVO,BONFIM
ATIVO,BONFINOPOLIS DE MINAS
ATIVO,BONITO DE MINAS
ATIVO,BORDA DA MATA
ATIVO,BOTELHOS
ATIVO,BOTUMIRIM
ATIVO,BRASILANDIA DE MINAS
ATIVO,BRASILIA DE MINAS
ATIVO,BRAS PIRES
ATIVO,BRAUNAS
ATIVO,BRASOPOLIS
ATIVO,BRUMADINHO
ATIVO,BUENO BRANDAO
ATIVO,BUENOPOLIS
ATIVO,BUGRE
ATIVO,BURITIS
ATIVO,BURITIZEIRO
ATIVO,CABECEIRA GRANDE
ATIVO,CABO VERDE
ATIVO,CACHOEIRA DA PRATA
ATIVO,CACHOEIRA DE MINAS
ATIVO,CACHOEIRA DOURADA
ATIVO,CAETANOPOLIS
ATIVO,CAETE
ATIVO,CAIANA
ATIVO,CAJURI
ATIVO,CALDAS
ATIVO,CAMACHO
ATIVO,CAMANDUCAIA
ATIVO,CAMBUI
ATIVO,CAMBUQUIRA
ATIVO,CAMPANARIO
ATIVO,CAMPANHA
ATIVO,CAMPESTRE
ATIVO,CAMPINA VERDE
ATIVO,CAMPO AZUL
ATIVO,CAMPO BELO
ATIVO,CAMPO DO MEIO
ATIVO,CAMPO FLORIDO
ATIVO,CAMPOS ALTOS
ATIVO,CAMPOS GERAIS
ATIVO,CANAA
ATIVO,CANAPOLIS
ATIVO,CANA VERDE
ATIVO,CANDEIAS
ATIVO,CANTAGALO
ATIVO,CAPARAO
ATIVO,CAPELA NOVA
ATIVO,CAPELINHA
ATIVO,CAPETINGA
ATIVO,CAPIM BRANCO
ATIVO,CAPINOPOLIS
ATIVO,CAPITAO ANDRADE
ATIVO,CAPITAO ENEAS
ATIVO,CAPITOLIO
ATIVO,CAPUTIRA
ATIVO,CARAI
ATIVO,CARANAIBA
ATIVO,CARANDAI
ATIVO,CARANGOLA
ATIVO,CARATINGA
ATIVO,CARBONITA
ATIVO,CAREACU
ATIVO,CARLOS CHAGAS
ATIVO,CARMESIA
ATIVO,CARMO DA CACHOEIRA
ATIVO,CARMO DA MATA
ATIVO,CARMO DE MINAS
ATIVO,CARMO DO CAJURU
ATIVO,CARMO DO PARANAIBA
ATIVO,CARMO DO RIO CLARO
ATIVO,CARMOPOLIS DE MINAS
ATIVO,CARNEIRINHO
ATIVO,CARRANCAS
ATIVO,CARVALHOPOLIS
ATIVO,CARVALHOS
ATIVO,CASA GRANDE
ATIVO,CASCALHO RICO
ATIVO,CASSIA
ATIVO,CONCEICAO DA BARRA DE MINAS
ATIVO,CATAGUASES
ATIVO,CATAS ALTAS
ATIVO,CATAS ALTAS DA NORUEGA
ATIVO,CATUJI
ATIVO,CATUTI
ATIVO,CAXAMBU
ATIVO,CEDRO DO ABAETE
ATIVO,CENTRAL DE MINAS
ATIVO,CENTRALINA
ATIVO,CHACARA
ATIVO,CHALE
ATIVO,CHAPADA DO NORTE
ATIVO,CHAPADA GAUCHA
ATIVO,CHIADOR
ATIVO,CIPOTANEA
ATIVO,CLARAVAL
ATIVO,CLARO DOS POCOES
ATIVO,CLAUDIO
ATIVO,COIMBRA
ATIVO,COLUNA
ATIVO,COMENDADOR GOMES
ATIVO,COMERCINHO
ATIVO,CONCEICAO DA APARECIDA
ATIVO,CONCEICAO DAS PEDRAS
ATIVO,CONCEICAO DAS ALAGOAS
ATIVO,CONCEICAO DE IPANEMA
ATIVO,CONCEICAO DO MATO DENTRO
ATIVO,CONCEICAO DO PARA
ATIVO,CONCEICAO DO RIO VERDE
ATIVO,CONCEICAO DOS OUROS
ATIVO,CONEGO MARINHO
ATIVO,CONFINS
ATIVO,CONGONHAL
ATIVO,CONGONHAS
ATIVO,CONGONHAS DO NORTE
ATIVO,CONQUISTA
ATIVO,CONSELHEIRO LAFAIETE
ATIVO,CONSELHEIRO PENA
ATIVO,CONSOLACAO
ATIVO,CONTAGEM
ATIVO,COQUEIRAL
ATIVO,CORACAO DE JESUS
ATIVO,CORDISBURGO
ATIVO,CORDISLANDIA
ATIVO,CORINTO
ATIVO,COROACI
ATIVO,COROMANDEL
ATIVO,CORONEL FABRICIANO
ATIVO,CORONEL MURTA
ATIVO,CORONEL PACHECO
ATIVO,CORONEL XAVIER CHAVES
ATIVO,CORREGO DANTA
ATIVO,CORREGO DO BOM JESUS
ATIVO,CORREGO FUNDO
ATIVO,CORREGO NOVO
ATIVO,COUTO DE MAGALHAES DE MINAS
ATIVO,CRISOLITA
ATIVO,CRISTAIS
ATIVO,CRISTALIA
ATIVO,CRISTIANO OTONI
ATIVO,CRISTINA
ATIVO,CRUCILANDIA
ATIVO,CRUZEIRO DA FORTALEZA
ATIVO,CRUZILIA
ATIVO,CUPARAQUE
ATIVO,CURRAL DE DENTRO
ATIVO,CURVELO
ATIVO,DATAS
ATIVO,DELFIM MOREIRA
ATIVO,DELFINOPOLIS
ATIVO,DELTA
ATIVO,DESCOBERTO
ATIVO,DESTERRO DE ENTRE RIOS
ATIVO,DESTERRO DO MELO
ATIVO,DIAMANTINA
ATIVO,DIOGO DE VASCONCELOS
ATIVO,DIONISIO
ATIVO,DIVINESIA
ATIVO,DIVINO
ATIVO,DIVINO DAS LARANJEIRAS
ATIVO,DIVINOLANDIA DE MINAS
ATIVO,DIVINOPOLIS
ATIVO,DIVISA ALEGRE
ATIVO,DIVISA NOVA
ATIVO,DIVISOPOLIS
ATIVO,DOM BOSCO
ATIVO,DOM CAVATI
ATIVO,DOM JOAQUIM
ATIVO,DOM SILVERIO
ATIVO,DOM VICOSO
ATIVO,DONA EUSEBIA
ATIVO,DORES DE CAMPOS
ATIVO,DORES DE GUANHAES
ATIVO,DORES DO INDAIA
ATIVO,DORES DO TURVO
ATIVO,DORESOPOLIS
ATIVO,DOURADOQUARA
ATIVO,DURANDE
ATIVO,ELOI MENDES
ATIVO,ENGENHEIRO CALDAS
ATIVO,ENGENHEIRO NAVARRO
ATIVO,ENTRE FOLHAS
ATIVO,ENTRE RIOS DE MINAS
ATIVO,ERVALIA
ATIVO,ESMERALDAS
ATIVO,ESPERA FELIZ
ATIVO,ESPINOSA
ATIVO,ESPIRITO SANTO DO DOURADO
ATIVO,ESTIVA
ATIVO,ESTRELA DALVA
ATIVO,ESTRELA DO INDAIA
ATIVO,ESTRELA DO SUL
ATIVO,EUGENOPOLIS
ATIVO,EWBANK DA CAMARA
ATIVO,EXTREMA
ATIVO,FAMA
ATIVO,FARIA LEMOS
ATIVO,FELICIO DOS SANTOS
ATIVO,SAO GONCALO DO RIO PRETO
ATIVO,FELISBURGO
ATIVO,FELIXLANDIA
ATIVO,FERNANDES TOURINHO
ATIVO,FERROS
ATIVO,FERVEDOURO
ATIVO,FLORESTAL
ATIVO,FORMIGA
ATIVO,FORMOSO
ATIVO,FORTALEZA DE MINAS
ATIVO,FORTUNA DE MINAS
ATIVO,FRANCISCO BADARO
ATIVO,FRANCISCO DUMONT
ATIVO,FRANCISCO SA
ATIVO,FRANCISCOPOLIS
ATIVO,FREI GASPAR
ATIVO,FREI INOCENCIO
ATIVO,FREI LAGONEGRO
ATIVO,FRONTEIRA
ATIVO,FRONTEIRA DOS VALES
ATIVO,FRUTA DE LEITE
ATIVO,FRUTAL
ATIVO,FUNILANDIA
ATIVO,GALILEIA
ATIVO,GAMELEIRAS
ATIVO,GLAUCILANDIA
ATIVO,GOIABEIRA
ATIVO,GOIANA
ATIVO,GONCALVES
ATIVO,GONZAGA
ATIVO,GOUVEIA
ATIVO,GOVERNADOR VALADARES
ATIVO,GRAO MOGOL
ATIVO,GRUPIARA
ATIVO,GUANHAES
ATIVO,GUAPE
